price,event_date,product_content_id,sold_count,visit_count,favored_count,basket_count,category_sold,category_brand_sold,category_visits,ty_visits,category_basket,category_favored
288.1818182,20/02/2021,7061886,11,1488,114,80,170,7628,924,125877548,110351,4638
49.99,20/02/2021,31515569,879,44139,2390,4805,2421,96573,12716,125877548,1082161,73504
59.99,20/02/2021,32737302,10,735,150,57,628,21171,830,125877548,184751,7139
138.2661972,20/02/2021,32939029,142,5229,621,586,1128,7628,1199,125877548,74681,6936
,20/02/2021,48740784,0,3,0,0,56,166100,9723,125877548,2459715,75698
59.99,20/02/2021,73318567,49,7176,1026,306,628,21171,830,125877548,184751,7139
81.17905405,19/02/2021,85004,74,3383,648,482,331,28224,3552,93850317,186573,23426
71.6293007,19/02/2021,4066298,143,3686,228,448,1231,3747,2539,93850317,45479,9755
138.4984,19/02/2021,6676673,250,16671,1174,1156,781,26164,5426,93850317,362766,27071
289,19/02/2021,7061886,6,701,37,27,108,5316,584,93850317,74013,3010
50.18966469,19/02/2021,31515569,513,23962,1666,2390,1291,80875,9648,93850317,803230,52435
,19/02/2021,32737302,0,12,1,0,243,16379,397,93850317,128106,3974
137.9366667,19/02/2021,32939029,120,3702,519,437,1091,7868,1153,93850317,72328,6484
,19/02/2021,48740784,0,5,0,0,62,118703,7460,93850317,1737751,51785
59.99,19/02/2021,73318567,11,2616,306,93,243,16379,397,93850317,128106,3974
80.9,18/02/2021,85004,77,3769,1218,482,319,31008,3327,93872079,190741,23125
70.05848101,18/02/2021,4066298,237,3527,176,551,1338,3205,2630,93872079,41857,9717
140.2276721,18/02/2021,6676673,305,17686,1011,1214,919,23930,5683,93872079,362601,27313
289,18/02/2021,7061886,6,660,46,24,123,5079,583,93872079,69775,2934
49.99,18/02/2021,31515569,653,31594,2375,3329,1727,86935,10082,93872079,858162,54146
,18/02/2021,32737302,0,6,3,0,284,17506,439,93872079,111307,3902
138.6760952,18/02/2021,32939029,105,3148,302,405,984,6117,1014,93872079,61315,5438
,18/02/2021,48740784,0,7,0,0,56,121168,7692,93872079,1762665,52256
59.99,18/02/2021,73318567,9,1418,315,67,284,17506,439,93872079,111307,3902
81.30759036,17/02/2021,85004,83,3155,577,450,366,31728,3868,100772671,207751,25725
68.36213256,17/02/2021,4066298,347,4646,315,829,1737,4547,4201,100772671,60977,15453
142.1847568,17/02/2021,6676673,185,13452,560,836,950,26216,6088,100772671,388391,29420
289,17/02/2021,7061886,9,920,63,33,122,7306,730,100772671,84971,3364
49.99,17/02/2021,31515569,631,35304,2707,3833,1786,68954,10498,100772671,780877,54786
,17/02/2021,32737302,0,8,0,0,253,18387,439,100772671,112684,4057
139.64775,17/02/2021,32939029,80,2659,346,337,1281,6621,1319,100772671,68112,6043
,17/02/2021,48740784,0,7,0,0,64,144350,8976,100772671,2018687,60323
59.99,17/02/2021,73318567,6,1277,309,82,253,18387,439,100772671,112684,4057
81.6161194,16/02/2021,85004,67,2813,515,403,354,31482,3854,98064731,188343,23752
65.81883408,16/02/2021,4066298,446,5281,414,993,1935,4848,3645,98064731,47885,10716
141.6983618,16/02/2021,6676673,293,16707,971,1187,931,26458,5453,98064731,368865,29747
289,16/02/2021,7061886,13,981,90,49,122,6957,723,98064731,78546,3268
49.99,16/02/2021,31515569,629,39660,2802,5005,2043,69157,10505,98064731,773670,59238
,16/02/2021,32737302,0,12,2,0,281,16374,407,98064731,101167,3857
145.1808696,16/02/2021,32939029,46,1725,281,192,1241,6542,1272,98064731,58776,4829
,16/02/2021,48740784,0,13,0,0,57,132927,8717,98064731,1898770,58334
59.99,16/02/2021,73318567,6,977,250,78,281,16374,407,98064731,101167,3857
82.79583333,15/02/2021,85004,96,3019,543,471,411,29284,4212,93274705,182772,23793
66.0018254,15/02/2021,4066298,504,5184,404,1209,2106,4603,3974,93274705,47139,11051
138.8299569,15/02/2021,6676673,464,24658,1700,1898,1165,30893,7134,93274705,407881,30901
289,15/02/2021,7061886,17,1138,143,58,111,5647,859,93274705,73887,3236
49.99,15/02/2021,31515569,523,36865,2215,4678,1736,81576,11124,93274705,794989,59371
,15/02/2021,32737302,0,10,2,0,159,10780,313,93274705,79680,3120
144.3166667,15/02/2021,32939029,48,2283,331,195,1311,7542,1357,93274705,68330,5559
,15/02/2021,48740784,0,27,0,0,78,132711,8930,93274705,1786927,56428
59.99,15/02/2021,73318567,3,575,134,41,159,10780,313,93274705,79680,3120
80.27093333,14/02/2021,85004,75,3425,928,432,524,37206,4808,107936091,222571,28905
65.82258065,14/02/2021,4066298,403,5265,328,1326,1748,3752,2994,107936091,44946,10709
136.9723108,14/02/2021,6676673,502,20706,1403,1684,1176,28838,6597,107936091,402055,28828
289,14/02/2021,7061886,22,2112,201,97,124,7878,868,107936091,102556,3965
49.99,14/02/2021,31515569,514,34308,2326,3127,1355,84460,11606,107936091,851397,57634
,14/02/2021,32737302,0,1,0,0,215,12027,416,107936091,87390,3039
139.2994792,14/02/2021,32939029,96,3691,432,527,1379,9416,1421,107936091,90517,6804
,14/02/2021,48740784,0,101,6,1,64,142603,10298,107936091,2105469,63757
59.99,14/02/2021,73318567,2,565,129,28,215,12027,416,107936091,87390,3039
80.45905882,13/02/2021,85004,85,3998,844,502,558,39080,5376,111864783,247745,32745
65.83355408,13/02/2021,4066298,453,5899,355,1471,1740,4605,3064,111864783,50334,12244
137.4992806,13/02/2021,6676673,556,22868,1440,1835,1149,25886,6379,111864783,374583,28314
285.21625,13/02/2021,7061886,16,2060,206,75,122,7918,855,111864783,97833,3982
49.99,13/02/2021,31515569,359,17983,1733,2274,1225,84339,10971,111864783,850217,57757
,13/02/2021,32737302,0,9,1,0,253,12462,451,111864783,90433,3454
138.7194444,13/02/2021,32939029,72,3211,342,388,1675,12180,1721,111864783,112527,7970
,13/02/2021,48740784,0,71,4,0,66,134970,8554,111864783,1912555,55442
59.99,13/02/2021,73318567,1,528,101,27,253,12462,451,111864783,90433,3454
80.4825,12/02/2021,85004,72,3487,642,591,510,36922,5120,92757545,244258,33588
65.91573308,12/02/2021,4066298,532,7176,539,2042,1702,4406,2951,92757545,50724,12342
139.4053033,12/02/2021,6676673,511,23666,1434,1838,1205,25810,6540,92757545,354288,27423
289,12/02/2021,7061886,11,1459,134,81,99,5652,644,92757545,74744,3133
50.10385527,12/02/2021,31515569,460,21976,1837,2808,1058,69674,9331,92757545,725340,50797
,12/02/2021,32737302,0,11,0,0,162,10696,282,92757545,68417,2557
140.1191045,12/02/2021,32939029,67,2437,290,321,1479,9697,1524,92757545,82823,7502
,12/02/2021,48740784,0,86,3,3,74,124491,7913,92757545,1606729,50128
59.99,12/02/2021,73318567,5,388,120,18,162,10696,282,92757545,68417,2557
82.33234043,11/02/2021,85004,47,2649,471,344,377,28167,4213,92973986,194752,25147
65.84955157,11/02/2021,4066298,446,6782,627,1847,1669,4262,2995,92973986,47744,11761
136.7206726,11/02/2021,6676673,669,25499,1504,2229,1443,24513,7179,92973986,367005,29373
289,11/02/2021,7061886,15,1471,142,61,115,5891,791,92973986,78333,3567
49.99,11/02/2021,31515569,454,21300,1767,2655,1091,63063,10425,92973986,695117,51281
,11/02/2021,32737302,0,6,0,0,194,11410,387,92973986,75961,2914
144.5244643,11/02/2021,32939029,56,2083,220,220,1260,8022,1300,92973986,72017,6272
,11/02/2021,48740784,0,92,10,1,77,118576,7893,92973986,1546682,50430
59.99,11/02/2021,73318567,3,498,142,31,194,11410,387,92973986,75961,2914
85.53716981,10/02/2021,85004,53,2528,419,290,398,31565,4313,94964496,200206,25778
65.85405405,10/02/2021,4066298,333,4479,328,950,1438,3947,2910,94964496,43437,10346
137.3423367,10/02/2021,6676673,796,22946,1517,2455,1719,27461,7996,94964496,367236,30570
289,10/02/2021,7061886,22,1632,168,84,116,6785,785,94964496,85262,3620
49.99,10/02/2021,31515569,426,21304,1668,2447,1108,66408,10498,94964496,721961,53612
,10/02/2021,32737302,0,15,1,0,196,11048,384,94964496,71295,2876
147.3603774,10/02/2021,32939029,53,2371,269,212,1160,6420,1212,94964496,65633,5901
,10/02/2021,48740784,0,86,11,0,93,106442,7810,94964496,1461138,47681
59.99,10/02/2021,73318567,4,589,189,27,196,11048,384,94964496,71295,2876
83.62066667,09/02/2021,85004,75,3603,560,465,448,33206,4419,100305704,223436,26769
66.02429003,09/02/2021,4066298,331,3916,248,746,1380,3617,3001,100305704,45083,9663
137.7969369,09/02/2021,6676673,666,24600,1659,2258,1574,26702,7812,100305704,390461,30429
281.705,09/02/2021,7061886,24,1968,196,111,128,7174,758,100305704,91074,3844
49.99,09/02/2021,31515569,456,21895,1493,2463,1117,62327,10288,100305704,719487,52137
,09/02/2021,32737302,0,2,0,0,148,9638,332,100305704,74891,2752
149.9073333,09/02/2021,32939029,45,2688,296,242,1115,5476,1155,100305704,60418,5100
,09/02/2021,48740784,0,79,5,0,78,107048,7735,100305704,1522051,47828
59.99,09/02/2021,73318567,2,369,92,17,148,9638,332,100305704,74891,2752
84.13692308,08/02/2021,85004,65,4042,1064,445,336,28221,3652,96652425,198593,21222
66.60835938,08/02/2021,4066298,256,3452,205,652,1415,4073,3444,96652425,54886,10304
141.9311111,08/02/2021,6676673,360,15244,813,1094,1328,24212,7188,96652425,369370,27325
288,08/02/2021,7061886,26,2050,218,94,132,8515,759,96652425,103627,4031
49.99,08/02/2021,31515569,467,21774,1616,2456,1113,61449,9733,96652425,704073,49443
,08/02/2021,32737302,0,5,0,0,217,10476,366,96652425,78114,2649
149.6451852,08/02/2021,32939029,54,3656,728,345,1099,7309,1144,96652425,67427,4957
,08/02/2021,48740784,0,110,5,0,67,99999,7313,96652425,1513449,46227
59.99,08/02/2021,73318567,6,413,101,19,217,10476,366,96652425,78114,2649
88.08415385,07/02/2021,85004,65,4353,821,531,353,37270,4146,118459567,245949,27162
66.98940928,07/02/2021,4066298,237,3164,176,519,1919,4439,3642,118459567,51379,11015
153.9902439,07/02/2021,6676673,205,15257,895,886,1040,26397,6389,118459567,400331,28410
288.6,07/02/2021,7061886,30,3039,357,126,136,12022,836,118459567,141413,5288
49.99,07/02/2021,31515569,408,24755,1911,2660,1055,77395,11973,118459567,877087,62050
,07/02/2021,32737302,0,1,0,0,170,12786,346,118459567,95147,3221
144.3270103,07/02/2021,32939029,97,5501,968,531,1197,8772,1233,118459567,86874,5887
,07/02/2021,48740784,0,130,14,2,82,117658,7165,118459567,1831711,51177
59.99,07/02/2021,73318567,2,466,116,15,170,12786,346,118459567,95147,3221
84.45044444,06/02/2021,85004,90,4127,762,489,441,29889,4351,116898269,226125,27361
67.00472,06/02/2021,4066298,250,3397,192,593,1961,4611,3753,116898269,55084,11974
152.0199115,06/02/2021,6676673,226,17514,964,1043,1017,25259,6771,116898269,401518,30817
289,06/02/2021,7061886,14,1678,184,83,146,7957,815,116898269,112987,4732
48.64226337,06/02/2021,31515569,486,28269,2275,3735,1185,74620,12211,116898269,910464,67876
,06/02/2021,32737302,0,1,0,0,188,12399,410,116898269,96107,3780
134.5430556,06/02/2021,32939029,144,4059,436,542,1311,9898,1370,116898269,95301,6829
,06/02/2021,48740784,0,139,6,1,97,123136,8312,116898269,1942769,60556
59.99,06/02/2021,73318567,1,287,78,19,188,12399,410,116898269,96107,3780
83.95277778,05/02/2021,85004,72,3618,696,428,546,35173,6241,108289415,254459,35612
66.92432432,05/02/2021,4066298,333,4175,257,697,2544,5259,4666,108289415,62795,12561
148.5797583,05/02/2021,6676673,331,23557,1403,1362,1257,29607,7967,108289415,447432,34452
279,05/02/2021,7061886,17,1388,116,72,158,7295,928,108289415,99933,4695
44.99,05/02/2021,31515569,954,34263,1704,5695,2412,66999,13588,108289415,820408,68003
,05/02/2021,32737302,0,8,0,0,229,7424,350,108289415,69818,3250
134.5773585,05/02/2021,32939029,106,3251,307,392,2121,9637,2176,108289415,103254,8088
,05/02/2021,48740784,0,90,6,0,123,111059,10417,108289415,1822822,62074
59.99,05/02/2021,73318567,1,278,51,17,229,7424,350,108289415,69818,3250
81.16268519,04/02/2021,85004,108,4709,800,654,793,48036,8628,135950747,310651,43485
66.93966165,04/02/2021,4066298,532,5899,399,966,3996,8144,7082,135950747,89946,17681
153.9399068,04/02/2021,6676673,322,27962,1956,1453,1381,39207,9661,135950747,506119,37484
279,04/02/2021,7061886,45,1967,143,121,278,10446,1611,135950747,138090,7240
44.99,04/02/2021,31515569,1436,45770,2900,7651,3558,77439,20000,135950747,970337,83717
,04/02/2021,32737302,0,2,0,0,360,8862,588,135950747,79577,3895
134.7577778,04/02/2021,32939029,135,3860,442,391,3691,18425,3757,135950747,162743,13241
,04/02/2021,48740784,0,129,4,0,151,152383,16128,135950747,2396931,86577
59.99,04/02/2021,73318567,6,334,45,35,360,8862,588,135950747,79577,3895
80.67745098,03/02/2021,85004,102,4713,605,674,1159,50171,9081,150939699,331926,46567
67.00149606,03/02/2021,4066298,635,8750,583,1417,4427,10026,7621,150939699,105403,19104
140.8415957,03/02/2021,6676673,470,30917,1759,2197,1593,36003,8686,150939699,519713,37149
279,03/02/2021,7061886,33,2153,170,119,297,9841,1596,150939699,136965,7300
44.99,03/02/2021,31515569,1434,51383,2869,8634,3689,75520,19803,150939699,1020305,91257
,03/02/2021,32737302,0,5,0,0,372,9801,608,150939699,86832,4514
134.6785976,03/02/2021,32939029,164,5362,614,538,3891,28944,3992,150939699,281022,44445
,03/02/2021,48740784,0,199,14,2,143,182841,18134,150939699,2973192,108409
59.99,03/02/2021,73318567,3,343,76,28,372,9801,608,150939699,86832,4514
77.21810427,02/02/2021,85004,211,5774,990,1001,1188,53464,9598,152633366,319730,44325
67.02965714,02/02/2021,4066298,700,11585,1068,1714,5175,14459,8835,152633366,122725,21253
139.2315753,02/02/2021,6676673,584,38498,4017,2737,1676,57937,9541,152633366,575783,41053
279,02/02/2021,7061886,31,2138,203,114,313,13410,1917,152633366,144450,8147
44.99,02/02/2021,31515569,1608,58099,4357,9725,4080,92368,21382,152633366,1073969,99987
,02/02/2021,32737302,0,7,0,0,457,11287,781,152633366,92728,5176
134.8955758,02/02/2021,32939029,165,4802,720,496,2792,17260,2875,152633366,128150,9977
,02/02/2021,48740784,0,155,19,0,225,235840,20935,152633366,3102147,116543
59.99,02/02/2021,73318567,5,306,71,25,457,11287,781,152633366,92728,5176
73.1059375,01/02/2021,85004,128,4062,1003,579,449,33977,4882,79282989,172540,21428
67.69229692,01/02/2021,4066298,357,4329,617,677,2044,8235,3933,79282989,50909,8951
137.3254449,01/02/2021,6676673,472,32671,3967,2425,1121,40125,5848,79282989,342576,24517
283,01/02/2021,7061886,25,1923,295,129,158,9627,947,79282989,82811,4758
45.74842697,01/02/2021,31515569,712,32089,3420,5001,1696,78965,11140,79282989,651164,54338
,01/02/2021,32737302,0,6,1,0,217,9435,463,79282989,71431,3402
137.1785484,01/02/2021,32939029,62,1869,408,185,1193,9761,1229,79282989,53860,4124
499.98,01/02/2021,48740784,2,205,15,5,148,168636,9947,79282989,1731038,65858
,01/02/2021,73318567,0,84,33,5,217,9435,463,79282989,71431,3402
79.50021978,31/01/2021,85004,91,5026,1080,469,246,36665,3042,106299761,214710,19739
69.47392157,31/01/2021,4066298,153,2780,303,377,1119,5459,2358,106299761,43359,7614
124.6889177,31/01/2021,6676673,462,37313,3764,2621,924,32857,4416,106299761,388793,24357
289,31/01/2021,7061886,20,3216,435,151,109,10364,742,106299761,111466,4527
50.2907087,31/01/2021,31515569,375,28129,3263,2745,933,82412,9560,106299761,860050,55485
,31/01/2021,32737302,0,2,0,0,161,12088,418,106299761,110255,3473
148.6876,31/01/2021,32939029,25,1816,319,133,652,8319,686,106299761,59493,3553
499.98,31/01/2021,48740784,5,365,35,18,147,171121,7508,106299761,2400061,66328
,31/01/2021,73318567,0,144,45,12,161,12088,418,106299761,110255,3473
79.74710145,30/01/2021,85004,69,4221,823,410,244,31317,3256,106561192,199720,19958
69.94380117,30/01/2021,4066298,171,2743,294,373,1074,4821,2282,106561192,41785,7258
119.7263934,30/01/2021,6676673,610,45438,4697,3095,1241,36381,5298,106561192,421403,26855
289,30/01/2021,7061886,14,2737,327,116,86,9337,634,106561192,97282,3998
49.99,30/01/2021,31515569,428,30114,3433,3352,1036,79325,10025,106561192,854772,57699
,30/01/2021,32737302,0,2,0,0,175,10683,458,106561192,97276,3360
144.8894444,30/01/2021,32939029,18,1479,212,84,650,6084,690,106561192,52184,3154
499.98,30/01/2021,48740784,2,203,14,18,183,194969,9283,106561192,2728513,78657
59.99,30/01/2021,73318567,1,261,49,7,175,10683,458,106561192,97276,3360
78.38873239,29/01/2021,85004,71,0,696,377,276,24562,2619,1,0,14635
69.45945946,29/01/2021,4066298,148,0,219,336,999,3549,2161,1,0,6081
124.9038339,29/01/2021,6676673,566,0,4104,2329,1167,30745,5578,1,0,23358
289,29/01/2021,7061886,16,0,226,73,111,6428,612,1,0,3155
49.99,29/01/2021,31515569,380,0,3342,2382,900,65182,8460,1,0,45411
,29/01/2021,32737302,0,0,0,0,93,8216,274,1,0,2627
145.6977778,29/01/2021,32939029,18,0,186,87,610,5360,635,1,0,2742
,29/01/2021,48740784,0,0,0,0,74,150658,8374,1,0,61463
,29/01/2021,73318567,0,0,33,7,93,8216,274,1,0,2627
74.50743802,28/01/2021,85004,121,0,812,565,475,23899,3246,1,0,16008
69.39149701,28/01/2021,4066298,167,0,115,309,1060,3379,2429,1,0,6621
126.4429719,28/01/2021,6676673,498,0,1188,1593,1034,21084,5708,1,0,21550
288.7894737,28/01/2021,7061886,19,0,142,61,125,4080,681,1,0,2144
49.99,28/01/2021,31515569,377,0,1611,1884,922,54182,8828,1,0,42294
,28/01/2021,32737302,0,0,0,0,134,7112,352,1,0,2167
146.0461538,28/01/2021,32939029,13,0,78,53,668,3574,700,1,0,2563
,28/01/2021,48740784,0,0,0,0,40,126290,8145,1,0,57157
59.99,28/01/2021,73318567,1,0,37,2,134,7112,352,1,0,2167
68.28262548,27/01/2021,85004,259,0,1806,964,1482,37736,5517,1,0,23591
69.51052632,27/01/2021,4066298,171,0,148,489,1223,4281,3367,1,0,13383
127.3574217,27/01/2021,6676673,543,0,1351,1630,1051,21616,5956,1,0,21916
289,27/01/2021,7061886,8,0,135,54,38,2768,247,1,0,1346
49.99,27/01/2021,31515569,418,0,1197,2090,1039,58242,9124,1,0,44511
,27/01/2021,32737302,0,0,0,0,148,8414,391,1,0,2601
144.3769231,27/01/2021,32939029,13,0,162,55,767,4776,803,1,0,2798
,27/01/2021,48740784,0,0,0,0,44,123799,8751,1,0,57097
59.99,27/01/2021,73318567,2,0,45,7,148,8414,391,1,0,2601
79.63059701,26/01/2021,85004,67,0,846,293,282,27161,3225,1,0,15070
69.87466667,26/01/2021,4066298,150,0,126,318,1291,3760,2670,1,0,6959
131.9708871,26/01/2021,6676673,496,0,1521,1540,1110,24213,6300,1,0,23062
289,26/01/2021,7061886,16,0,139,71,48,2434,243,1,0,1311
49.99,26/01/2021,31515569,371,0,1227,2021,878,62853,9652,1,0,47227
,26/01/2021,32737302,0,0,0,0,242,22221,527,1,0,3900
146.78725,26/01/2021,32939029,40,0,261,105,930,7846,974,1,0,3161
,26/01/2021,48740784,0,0,0,0,65,129974,8280,1,0,54740
,26/01/2021,73318567,0,0,83,11,242,22221,527,1,0,3900
80.0278481,25/01/2021,85004,79,0,1096,293,322,30629,3419,1,0,15916
69.95284553,25/01/2021,4066298,123,0,121,252,1244,3738,2601,1,0,6027
135.7503544,25/01/2021,6676673,395,0,1198,1163,913,25384,6144,1,0,23926
289,25/01/2021,7061886,10,0,147,74,32,3820,218,1,0,1838
49.99,25/01/2021,31515569,433,0,1353,2098,939,59937,9492,1,0,46919
,25/01/2021,32737302,0,0,0,0,219,20377,453,1,0,3427
146.497027,25/01/2021,32939029,37,0,237,112,979,7310,1028,1,0,3298
,25/01/2021,48740784,0,0,0,0,59,136573,8319,1,0,55158
59.99,25/01/2021,73318567,2,0,110,13,219,20377,453,1,0,3427
80.10146667,24/01/2021,85004,75,0,2593,398,345,36411,3967,1,0,19594
70.24792453,24/01/2021,4066298,106,0,97,233,1294,3263,2483,1,0,6308
134.7911876,24/01/2021,6676673,421,0,1424,1548,875,31572,7563,1,0,29869
275.516129,24/01/2021,7061886,31,0,244,129,131,8634,847,1,0,4282
49.99,24/01/2021,31515569,438,0,1605,2209,998,75091,12088,1,0,55435
,24/01/2021,32737302,0,0,1,0,156,13797,495,1,0,3956
146.5,24/01/2021,32939029,33,0,222,112,855,7446,908,1,0,3275
,24/01/2021,48740784,0,0,0,0,62,160935,9538,1,0,65696
59.99,24/01/2021,73318567,2,0,62,11,156,13797,495,1,0,3956
80.07183099,23/01/2021,85004,71,0,595,305,277,28531,3608,1,0,17818
70.08829787,23/01/2021,4066298,47,0,61,121,1179,3693,2193,1,0,6054
139.491838,23/01/2021,6676673,321,0,1261,1264,843,33047,5926,1,0,26648
268.1,23/01/2021,7061886,20,0,188,95,136,7455,807,1,0,4033
50.11153618,23/01/2021,31515569,477,0,1344,2137,1026,69915,11714,1,0,55498
,23/01/2021,32737302,0,0,1,0,124,14526,389,1,0,3246
146.4785714,23/01/2021,32939029,28,0,160,111,856,4938,905,1,0,3266
,23/01/2021,48740784,0,0,0,0,53,165680,10601,1,0,71673
59.99,23/01/2021,73318567,1,0,73,4,124,14526,389,1,0,3246
80.12641509,22/01/2021,85004,53,0,624,233,243,24166,3068,1,0,15112
70.41566667,22/01/2021,4066298,30,0,37,77,965,4218,1895,1,0,5231
138.2673177,22/01/2021,6676673,384,0,1372,1345,1033,26865,6537,1,0,25052
273.1111111,22/01/2021,7061886,18,0,115,70,140,5940,687,1,0,3377
49.99,22/01/2021,31515569,384,0,1303,2479,864,60064,9561,1,0,46853
,22/01/2021,32737302,0,0,0,0,91,7364,317,1,0,2419
146.5,22/01/2021,32939029,22,0,187,124,718,4521,764,1,0,2634
,22/01/2021,48740784,0,0,0,0,60,157102,10168,1,0,65846
,22/01/2021,73318567,0,0,37,4,91,7364,317,1,0,2419
79.65283019,21/01/2021,85004,53,0,617,258,288,24987,3315,1,0,15816
70.38769231,21/01/2021,4066298,117,0,137,266,1265,3743,2382,1,0,6699
140.8455228,21/01/2021,6676673,373,0,1976,1526,1140,38260,7571,1,0,33357
282.6666667,21/01/2021,7061886,12,0,151,90,145,7342,752,1,0,3702
50.13287762,21/01/2021,31515569,402,0,1321,2278,914,65687,10702,1,0,50100
,21/01/2021,32737302,0,0,0,0,83,6752,314,1,0,2210
145.7166667,21/01/2021,32939029,42,0,353,197,757,4868,803,1,0,2967
,21/01/2021,48740784,0,0,2,1,88,165918,10725,1,0,71552
,21/01/2021,73318567,0,0,0,0,83,6752,314,1,0,2210
79.71558442,20/01/2021,85004,77,0,1059,328,328,29801,3542,1,0,17932
70.56145946,20/01/2021,4066298,185,0,188,567,1721,4415,3071,1,0,10141
142.3433866,20/01/2021,6676673,313,0,974,1018,755,21400,5728,1,0,21151
299.047619,20/01/2021,7061886,21,0,130,71,129,5506,702,1,0,3038
50.09051497,20/01/2021,31515569,579,0,1909,3478,1300,71456,11638,1,0,57980
,20/01/2021,32737302,0,0,0,0,97,9381,370,1,0,2842
135.9340171,20/01/2021,32939029,117,0,510,380,772,4851,822,1,0,2931
549.98,20/01/2021,48740784,1,0,8,6,84,214595,12324,1,0,85855
,20/01/2021,73318567,0,0,0,0,97,9381,370,1,0,2842
79.5721519,19/01/2021,85004,79,0,1060,383,350,28958,3551,1,0,16900
72.77585526,19/01/2021,4066298,152,0,151,413,1580,4064,2785,1,0,8438
139.9116041,19/01/2021,6676673,293,0,821,1031,723,18493,5600,1,0,20741
289,19/01/2021,7061886,12,0,105,55,161,5390,732,1,0,2978
49.99,19/01/2021,31515569,1743,0,3356,7998,3703,73148,15496,1,0,67833
,19/01/2021,32737302,0,0,0,0,136,10301,529,1,0,3650
135.45,19/01/2021,32939029,126,0,557,377,826,4091,868,1,0,3043
549.98,19/01/2021,48740784,1,0,2,2,90,259590,16399,1,0,102002
,19/01/2021,73318567,0,0,0,0,136,10301,529,1,0,3650
72.09539474,18/01/2021,85004,152,0,1339,499,443,29758,3553,1,0,16966
73.87660606,18/01/2021,4066298,165,0,121,323,1686,3462,2992,1,0,6798
142.1034021,18/01/2021,6676673,291,0,861,1018,741,19504,5712,1,0,20730
289,18/01/2021,7061886,20,0,121,53,129,5825,715,1,0,3075
49.99980419,18/01/2021,31515569,1736,0,3887,8712,3614,69513,14491,1,0,66408
,18/01/2021,32737302,0,0,0,0,100,9522,408,1,0,2890
135.0037383,18/01/2021,32939029,107,0,465,358,760,3755,809,1,0,2676
,18/01/2021,48740784,0,0,8,3,108,207763,15590,1,0,95153
,18/01/2021,73318567,0,0,0,0,100,9522,408,1,0,2890
68.15384615,17/01/2021,85004,234,0,1452,715,534,36519,4198,1,0,19909
72.85957055,17/01/2021,4066298,163,0,147,313,1680,3271,2939,1,0,6991
133.5727803,17/01/2021,6676673,446,0,1730,1774,903,27372,5644,1,0,24247
289,17/01/2021,7061886,15,0,224,77,137,7314,775,1,0,3522
49.99,17/01/2021,31515569,625,0,2787,3371,1417,80631,13250,1,0,63355
,17/01/2021,32737302,0,0,0,0,116,10116,421,1,0,3064
135.3736885,17/01/2021,32939029,122,0,588,411,916,5106,954,1,0,3319
,17/01/2021,48740784,0,0,3,2,192,199897,13816,1,0,86598
,17/01/2021,73318567,0,0,0,0,116,10116,421,1,0,3064
67.95024876,16/01/2021,85004,201,0,1048,608,510,29554,4453,1,0,21341
72.51817568,16/01/2021,4066298,148,0,134,321,1758,3522,3119,1,0,8018
115.2780129,16/01/2021,6676673,1087,0,2409,3617,1583,27805,7017,1,0,28950
287.6666667,16/01/2021,7061886,15,0,211,71,153,6116,734,1,0,3594
49.96344309,16/01/2021,31515569,561,0,1621,2758,1440,76459,13758,1,0,63966
,16/01/2021,32737302,0,0,0,0,171,9491,440,1,0,3168
135.0731343,16/01/2021,32939029,134,0,518,468,953,5005,1010,1,0,3761
,16/01/2021,48740784,0,0,8,2,557,183915,14429,1,0,88366
,16/01/2021,73318567,0,0,0,0,171,9491,440,1,0,3168
67.98178082,15/01/2021,85004,219,0,732,585,552,25447,5400,1,0,21972
77.13802752,15/01/2021,4066298,218,0,150,393,2034,3436,3612,1,0,7826
123.0005723,15/01/2021,6676673,664,0,1198,1918,1332,23412,7345,1,0,27147
278.9,15/01/2021,7061886,20,0,82,52,148,4813,815,1,0,3112
49.99,15/01/2021,31515569,540,0,1710,2783,1467,59791,11870,1,0,51514
,15/01/2021,32737302,0,0,0,0,133,7442,341,1,0,2341
135.2814286,15/01/2021,32939029,189,0,921,518,1207,6628,1252,1,0,3946
,15/01/2021,48740784,0,0,1,0,96,141298,12033,1,0,68634
,15/01/2021,73318567,0,0,0,0,133,7442,341,1,0,2341
67.9,14/01/2021,85004,264,0,989,665,989,35020,6951,1,0,26933
77.2423431,14/01/2021,4066298,239,0,209,416,2222,4640,4193,1,0,9514
145.7374728,14/01/2021,6676673,368,0,1151,1161,1196,29538,9426,1,0,33645
278.7066667,14/01/2021,7061886,18,0,63,69,215,9198,1067,1,0,4373
49.99,14/01/2021,31515569,596,0,2343,3348,1386,67973,12123,1,0,54264
,14/01/2021,32737302,0,0,1,0,162,7602,402,1,0,2433
135.2644444,14/01/2021,32939029,180,0,996,706,1319,6611,1374,1,0,5111
,14/01/2021,48740784,0,0,2,1,111,138756,11862,1,0,68773
,14/01/2021,73318567,0,0,0,0,162,7602,402,1,0,2433
67.89966887,13/01/2021,85004,302,0,2198,866,1134,43004,7258,1,0,28362
77.23699571,13/01/2021,4066298,233,0,225,457,2258,5768,4395,1,0,10358
144.4091852,13/01/2021,6676673,405,0,1642,1420,1336,37257,10186,1,0,36538
279,13/01/2021,7061886,23,0,98,78,201,14132,1139,1,0,4726
