price,event_date,product_content_id,sold_count,visit_count,favored_count,basket_count,category_sold,category_brand_sold,category_visits
73.86123077,15/03/2021,4066298,260,4121,244,809,1296,3686,3033
135.8258333,15/03/2021,6676673,240,13992,1414,985,1138,27071,6225
285,15/03/2021,7061886,22,1597,196,96,102,6950,798
49.99,15/03/2021,31515569,454,23626,1666,2334,1082,62795,8874
59.99,15/03/2021,32737302,16,1311,186,68,375,13777,533
144.1688,15/03/2021,32939029,50,2185,181,265,966,5608,1022
,15/03/2021,48740784,0,4,0,0,70,84356,5799
59.99,15/03/2021,73318567,2,291,17,0,375,13777,533
78.31594203,14/03/2021,85004,69,1749,548,241,568,32251,3860
66.99,14/03/2021,4066298,337,2037,248,499,1524,3158,2842
136.5853503,14/03/2021,6676673,157,5282,504,342,831,19792,5266
285,14/03/2021,7061886,29,958,176,55,101,6742,682
49.99,14/03/2021,31515569,455,15510,2051,1507,1045,78767,10203
59.99,14/03/2021,32737302,13,914,218,48,395,17166,533
142.8210417,14/03/2021,32939029,48,1415,159,157,863,4245,914
,14/03/2021,48740784,0,0,0,0,84,91819,5804
59.99,14/03/2021,73318567,1,888,82,6,395,17166,533
78.4,13/03/2021,85004,59,2718,389,420,443,23551,3463
67.06792517,13/03/2021,4066298,294,3308,179,899,1150,2577,2352
128.6740741,13/03/2021,6676673,243,12839,742,1000,899,20679,5372
285,13/03/2021,7061886,16,1220,104,93,63,4599,639
49.99,13/03/2021,31515569,447,31352,2290,3361,1047,70236,8900
59.99,13/03/2021,32737302,14,1414,153,115,351,12018,468
140.4539744,13/03/2021,32939029,78,2687,181,343,801,3123,839
,13/03/2021,48740784,0,4,0,0,61,80908,5794
59.99,13/03/2021,73318567,6,1454,119,42,351,12018,468
80.18681319,12/03/2021,85004,91,4208,777,589,735,37275,6414
66.99,12/03/2021,4066298,442,5280,332,1235,1814,4388,3671
129.8021898,12/03/2021,6676673,274,14586,891,1014,1023,24066,7054
285,12/03/2021,7061886,17,1254,117,58,103,6346,913
49.99,12/03/2021,31515569,1345,55140,3348,6349,3155,68449,12176
59.99,12/03/2021,32737302,22,2159,202,135,751,15393,935
142.5691503,12/03/2021,32939029,153,4695,381,639,1539,5821,1589
,12/03/2021,48740784,0,2,0,0,61,101895,8074
59.99,12/03/2021,73318567,7,1798,141,43,751,15393,935
80.07313253,11/03/2021,85004,166,5551,1115,796,1470,58112,11221
67.01942111,11/03/2021,4066298,881,9169,657,2436,3585,7704,6717
130.5540059,11/03/2021,6676673,337,14269,1004,1203,1441,35426,9995
284.5833333,11/03/2021,7061886,36,1747,138,101,153,9324,1382
40.19282079,11/03/2021,31515569,4224,111476,7149,15529,9404,92843,24078
48.35363636,11/03/2021,32737302,66,3148,314,285,1840,25275,2123
139.9064479,11/03/2021,32939029,259,9106,973,1203,3132,12868,3205
,11/03/2021,48740784,0,10,0,0,149,151698,15156
59.99,11/03/2021,73318567,7,2644,234,34,1840,25275,2123
79.9650641,10/03/2021,85004,156,5328,1063,769,1437,61108,10389
66.99,10/03/2021,4066298,963,12028,966,3186,3934,9228,6821
120.4747231,10/03/2021,6676673,650,25402,1684,2413,1088,38017,9573
285.5454545,10/03/2021,7061886,22,1670,131,89,172,6537,1405
41.94395845,10/03/2021,31515569,3562,114772,8136,15879,8031,99364,22640
51.30034483,10/03/2021,32737302,58,3042,316,214,1813,27622,2090
142.375,10/03/2021,32939029,344,14076,1427,1858,4031,16442,4116
,10/03/2021,48740784,0,1,0,0,138,138725,13541
59.99,10/03/2021,73318567,6,2823,245,28,1813,27622,2090
80.1510241,09/03/2021,85004,166,5784,1062,944,1586,54235,10018
66.99,09/03/2021,4066298,1224,17826,1706,4332,4667,14361,8794
123.7919844,09/03/2021,6676673,640,28963,2916,2761,1838,55623,11111
289,09/03/2021,7061886,32,2462,194,151,236,12365,1557
49.99,09/03/2021,31515569,3227,132126,12063,16790,7569,123139,24074
59.99,09/03/2021,32737302,60,3470,402,302,1952,29426,2233
138.5531737,09/03/2021,32939029,334,11704,1528,1715,2462,11074,2550
,09/03/2021,48740784,0,2,0,0,103,188989,16618
59.99,09/03/2021,73318567,7,2913,229,67,1952,29426,2233
80.02333333,08/03/2021,85004,90,3884,743,548,682,39282,5271
68.62269978,08/03/2021,4066298,463,8044,750,1826,1800,8475,3580
123.176276,08/03/2021,6676673,384,22429,2065,2164,1199,44211,7139
289,08/03/2021,7061886,27,3044,448,208,95,11751,886
50.01407828,08/03/2021,31515569,1494,92710,8003,12572,3559,87728,12888
59.99,08/03/2021,32737302,28,2583,304,278,1165,24253,1363
141.8551832,08/03/2021,32939029,191,8170,1511,1212,1252,8138,1305
,08/03/2021,48740784,0,6,1,0,76,127805,8830
59.99,08/03/2021,73318567,10,2326,207,55,1165,24253,1363
80.44722222,07/03/2021,85004,72,3395,726,495,376,37138,3563
75.03636364,07/03/2021,4066298,165,3933,370,726,887,5487,2079
124.5288839,07/03/2021,6676673,224,11665,967,924,844,29756,5370
288.7857143,07/03/2021,7061886,28,2283,311,133,113,9681,761
49.99,07/03/2021,31515569,727,46094,4961,5766,1779,91731,9489
59.99,07/03/2021,32737302,21,1714,201,162,730,22255,855
149.5093204,07/03/2021,32939029,103,5666,1106,675,683,6196,724
,07/03/2021,48740784,0,3,0,0,66,119569,5692
59.99,07/03/2021,73318567,4,1892,210,16,730,22255,855
80.05692308,06/03/2021,85004,65,3452,825,424,342,30097,3030
75,06/03/2021,4066298,160,3659,340,605,703,4603,1862
125.9104603,06/03/2021,6676673,239,11664,1115,967,846,29602,5059
296.7647059,06/03/2021,7061886,17,1937,234,108,91,7770,601
49.99,06/03/2021,31515569,612,43926,4076,5791,1585,67449,8335
59.99,06/03/2021,32737302,13,1428,159,122,679,16738,796
151.6004167,06/03/2021,32939029,72,5915,1645,609,598,6732,640
,06/03/2021,48740784,0,4,1,0,65,113473,5286
59.99,06/03/2021,73318567,11,1976,223,62,679,16738,796
80.3615873,05/03/2021,85004,63,3184,723,402,342,24748,2929
76.85445205,05/03/2021,4066298,146,3534,372,637,866,4841,2153
127.1300353,05/03/2021,6676673,283,11435,1027,962,891,26127,5047
284.5555556,05/03/2021,7061886,18,1819,206,116,76,6546,599
49.99,05/03/2021,31515569,623,50805,4882,6861,1522,63687,7813
59.99,05/03/2021,32737302,23,1424,162,158,876,15859,1022
149.7833333,05/03/2021,32939029,72,6648,2085,611,615,6619,659
,05/03/2021,48740784,0,2,0,0,49,85854,5046
59.99,05/03/2021,73318567,12,2291,219,110,876,15859,1022
80.25211268,04/03/2021,85004,71,2891,493,413,421,23158,3085
85.00971429,04/03/2021,4066298,175,3312,220,576,1048,4840,2290
126.0152672,04/03/2021,6676673,262,10567,561,908,915,20308,5005
286,04/03/2021,7061886,21,1704,174,98,101,5034,737
49.99,04/03/2021,31515569,556,33290,2069,5744,1489,72626,8237
59.99,04/03/2021,32737302,28,2039,244,251,1024,22049,1181
149.0807595,04/03/2021,32939029,79,4722,633,445,640,5442,684
,04/03/2021,48740784,0,2,0,0,47,90019,5360
59.99,04/03/2021,73318567,6,2922,300,102,1024,22049,1181
80.31315789,03/03/2021,85004,76,2971,521,460,439,29906,3352
77.42054348,03/03/2021,4066298,184,3246,189,618,1181,3858,2554
128.2216974,03/03/2021,6676673,271,12050,599,946,888,20198,5405
286.3181818,03/03/2021,7061886,22,1450,153,92,95,5671,699
49.99,03/03/2021,31515569,555,32850,2605,3797,1445,78852,8939
59.99,03/03/2021,32737302,12,3308,519,191,842,36025,992
152.7411656,03/03/2021,32939029,163,6073,755,893,970,5878,1025
,03/03/2021,48740784,0,2,0,0,42,94572,6088
59.99,03/03/2021,73318567,12,3605,399,93,842,36025,992
80.70207317,02/03/2021,85004,82,3113,547,428,593,31116,3884
84.17368687,02/03/2021,4066298,198,4067,281,614,1194,4124,2708
133.2465411,02/03/2021,6676673,292,13351,743,1053,925,22493,5625
286,02/03/2021,7061886,32,1836,238,103,118,6142,762
49.99,02/03/2021,31515569,1020,45086,3129,5159,2661,70166,10318
59.99,02/03/2021,32737302,50,3164,382,249,1676,32254,1896
146.6543704,02/03/2021,32939029,135,7885,1599,744,909,8359,963
,02/03/2021,48740784,0,2,1,0,62,109502,7185
59.99,02/03/2021,73318567,21,4646,533,146,1676,32254,1896
81.28364706,01/03/2021,85004,85,4026,691,536,588,30880,4124
79.89044534,01/03/2021,4066298,247,3961,237,1002,1465,3634,2957
136.5523649,01/03/2021,6676673,296,16138,993,1470,754,21122,5678
285.8786364,01/03/2021,7061886,22,1565,155,90,95,6407,808
49.99,01/03/2021,31515569,987,45198,3602,6267,2525,75628,10000
59.99,01/03/2021,32737302,66,4735,817,428,2276,48224,2479
143.7926549,01/03/2021,32939029,113,6137,873,554,726,5416,777
,01/03/2021,48740784,0,6,0,0,62,99258,6340
59.99,01/03/2021,73318567,6,8139,1198,55,2276,48224,2479
86.75113924,28/02/2021,85004,79,4598,868,627,360,35957,3751
67.09637224,28/02/2021,4066298,317,4453,319,855,1856,4377,3382
134.0446693,28/02/2021,6676673,257,14539,954,1142,668,26234,5052
285.11,28/02/2021,7061886,20,1972,235,94,110,9654,867
49.99,28/02/2021,31515569,1243,56709,3593,8412,3243,90131,12344
59.99,28/02/2021,32737302,81,10421,2221,601,2837,152168,3166
137.8625325,28/02/2021,32939029,154,6911,940,838,705,5346,759
,28/02/2021,48740784,0,6,0,0,35,120756,6890
59.99,28/02/2021,73318567,56,28739,4715,407,2837,152168,3166
82.58231707,27/02/2021,85004,82,3801,756,552,292,30628,3344
67.15238971,27/02/2021,4066298,272,4433,337,838,1588,3939,2964
137.0042211,27/02/2021,6676673,199,11987,718,879,647,24578,5045
285.3147368,27/02/2021,7061886,19,1578,185,80,114,8849,765
49.99,27/02/2021,31515569,1052,55079,4122,8167,2783,86323,11502
59.99,27/02/2021,32737302,49,8192,1902,429,1984,149519,2242
136.9588148,27/02/2021,32939029,135,4646,551,605,732,4345,783
,27/02/2021,48740784,0,1,0,0,53,111360,6753
59.99,27/02/2021,73318567,56,27953,4898,414,1984,149519,2242
83.276,26/02/2021,85004,60,3259,681,394,277,27963,2873
67.16950673,26/02/2021,4066298,223,3817,253,702,1426,3700,2701
135.8837838,26/02/2021,6676673,185,11692,554,915,640,18783,4720
285.11,26/02/2021,7061886,14,955,91,53,89,7678,620
49.99,26/02/2021,31515569,740,50169,2919,9516,2025,64881,9190
59.99,26/02/2021,32737302,39,6435,1366,338,1184,86998,1359
137.9958915,26/02/2021,32939029,129,3495,417,488,638,3986,686
,26/02/2021,48740784,0,2,0,0,54,90059,5613
59.99,26/02/2021,73318567,83,25991,3781,638,1184,86998,1359
83.89833333,25/02/2021,85004,60,3354,607,442,261,24781,3068
67.05106618,25/02/2021,4066298,272,4597,285,1010,1767,3936,3128
135.4554974,25/02/2021,6676673,191,12527,703,801,780,24555,5488
285.11,25/02/2021,7061886,5,1252,117,67,87,6275,713
49.99,25/02/2021,31515569,791,59666,3040,11487,2322,69895,10156
59.99,25/02/2021,32737302,30,4900,1097,277,689,40666,855
136.9526786,25/02/2021,32939029,112,3251,452,462,719,4346,766
,25/02/2021,48740784,0,3,0,0,51,98510,6297
59.99,25/02/2021,73318567,65,17938,2407,540,689,40666,855
81.8736,24/02/2021,85004,75,3219,556,468,331,26964,3736
66.9805819,24/02/2021,4066298,464,7287,585,1722,2841,7015,4797
138.2306977,24/02/2021,6676673,215,13382,663,930,761,21222,5650
285.9993333,24/02/2021,7061886,15,1233,127,60,88,6581,707
50.02643328,24/02/2021,31515569,845,94985,3974,22803,2498,84321,10915
59.99,24/02/2021,32737302,34,2884,560,186,672,30570,837
135.0538095,24/02/2021,32939029,147,4722,674,699,1186,7195,1237
,24/02/2021,48740784,0,3,0,0,56,116119,6789
59.99,24/02/2021,73318567,49,12119,1259,410,672,30570,837
81.8033871,23/02/2021,85004,62,3892,647,470,306,28292,3795
67.09392202,23/02/2021,4066298,436,8474,762,1857,2664,7806,4371
138.2142491,23/02/2021,6676673,273,16642,764,1243,743,21178,4927
288.6875,23/02/2021,7061886,16,1233,150,78,107,7444,800
49.99,23/02/2021,31515569,570,45237,2301,8970,1514,66878,9290
59.99,23/02/2021,32737302,18,1849,332,139,452,23915,605
135.4251656,23/02/2021,32939029,151,6872,1326,991,1218,8083,1284
,23/02/2021,48740784,0,8,0,0,59,101594,5902
59.99,23/02/2021,73318567,24,7411,895,244,452,23915,605
81.7488764,22/02/2021,85004,89,4023,665,583,451,28448,4059
68.7930303,22/02/2021,4066298,330,5365,317,1253,2257,4969,3971
136.666369,22/02/2021,6676673,336,19659,1002,1646,1001,23499,5989
289,22/02/2021,7061886,9,1467,136,86,127,7271,845
49.99,22/02/2021,31515569,502,31516,1954,4234,1399,72081,9925
59.99,22/02/2021,32737302,10,1336,322,101,431,25752,594
139.0042553,22/02/2021,32939029,141,5521,676,819,1081,7374,1150
,22/02/2021,48740784,0,4,0,0,62,107632,7052
59.99,22/02/2021,73318567,19,5204,599,208,431,25752,594
80.40437956,21/02/2021,85004,137,5768,1712,766,650,44555,5014
71.00412935,21/02/2021,4066298,201,4008,308,574,1554,5064,3247
133.430186,21/02/2021,6676673,430,20940,1236,1763,1152,24402,5730
289,21/02/2021,7061886,21,1948,199,92,170,9858,1018
49.99,21/02/2021,31515569,819,46188,2807,4256,2431,109342,12880
59.99,21/02/2021,32737302,8,909,210,63,645,21828,886
138.4868613,21/02/2021,32939029,137,5376,689,578,1080,9184,1163
,21/02/2021,48740784,0,6,1,0,55,151123,8873
59.99,21/02/2021,73318567,37,7457,926,238,645,21828,886
81.13242718,20/02/2021,85004,103,4225,734,612,452,36482,4598
71.44981043,20/02/2021,4066298,211,4936,377,732,1412,6259,3138
136.6240964,20/02/2021,6676673,415,39897,2931,2357,1185,34628,5939
288.1818182,20/02/2021,7061886,11,1488,114,80,170,7628,924
49.99,20/02/2021,31515569,879,44139,2390,4805,2421,96573,12716
59.99,20/02/2021,32737302,10,735,150,57,628,21171,830
138.2661972,20/02/2021,32939029,142,5229,621,586,1128,7628,1199
,20/02/2021,48740784,0,3,0,0,56,166100,9723
59.99,20/02/2021,73318567,49,7176,1026,306,628,21171,830
81.17905405,19/02/2021,85004,74,3383,648,482,331,28224,3552
71.6293007,19/02/2021,4066298,143,3686,228,448,1231,3747,2539
138.4984,19/02/2021,6676673,250,16671,1174,1156,781,26164,5426
289,19/02/2021,7061886,6,701,37,27,108,5316,584
50.18966469,19/02/2021,31515569,513,23962,1666,2390,1291,80875,9648
,19/02/2021,32737302,0,12,1,0,243,16379,397
137.9366667,19/02/2021,32939029,120,3702,519,437,1091,7868,1153
,19/02/2021,48740784,0,5,0,0,62,118703,7460
59.99,19/02/2021,73318567,11,2616,306,93,243,16379,397
80.9,18/02/2021,85004,77,3769,1218,482,319,31008,3327
70.05848101,18/02/2021,4066298,237,3527,176,551,1338,3205,2630
140.2276721,18/02/2021,6676673,305,17686,1011,1214,919,23930,5683
289,18/02/2021,7061886,6,660,46,24,123,5079,583
49.99,18/02/2021,31515569,653,31594,2375,3329,1727,86935,10082
,18/02/2021,32737302,0,6,3,0,284,17506,439
138.6760952,18/02/2021,32939029,105,3148,302,405,984,6117,1014
,18/02/2021,48740784,0,7,0,0,56,121168,7692
59.99,18/02/2021,73318567,9,1418,315,67,284,17506,439
81.30759036,17/02/2021,85004,83,3155,577,450,366,31728,3868
68.36213256,17/02/2021,4066298,347,4646,315,829,1737,4547,4201
142.1847568,17/02/2021,6676673,185,13452,560,836,950,26216,6088
289,17/02/2021,7061886,9,920,63,33,122,7306,730
49.99,17/02/2021,31515569,631,35304,2707,3833,1786,68954,10498
,17/02/2021,32737302,0,8,0,0,253,18387,439
139.64775,17/02/2021,32939029,80,2659,346,337,1281,6621,1319
,17/02/2021,48740784,0,7,0,0,64,144350,8976
59.99,17/02/2021,73318567,6,1277,309,82,253,18387,439
81.6161194,16/02/2021,85004,67,2813,515,403,354,31482,3854
65.81883408,16/02/2021,4066298,446,5281,414,993,1935,4848,3645
141.6983618,16/02/2021,6676673,293,16707,971,1187,931,26458,5453
289,16/02/2021,7061886,13,981,90,49,122,6957,723
49.99,16/02/2021,31515569,629,39660,2802,5005,2043,69157,10505
,16/02/2021,32737302,0,12,2,0,281,16374,407
145.1808696,16/02/2021,32939029,46,1725,281,192,1241,6542,1272
,16/02/2021,48740784,0,13,0,0,57,132927,8717
59.99,16/02/2021,73318567,6,977,250,78,281,16374,407
82.79583333,15/02/2021,85004,96,3019,543,471,411,29284,4212
66.0018254,15/02/2021,4066298,504,5184,404,1209,2106,4603,3974
138.8299569,15/02/2021,6676673,464,24658,1700,1898,1165,30893,7134
289,15/02/2021,7061886,17,1138,143,58,111,5647,859
49.99,15/02/2021,31515569,523,36865,2215,4678,1736,81576,11124
,15/02/2021,32737302,0,10,2,0,159,10780,313
144.3166667,15/02/2021,32939029,48,2283,331,195,1311,7542,1357
,15/02/2021,48740784,0,27,0,0,78,132711,8930
59.99,15/02/2021,73318567,3,575,134,41,159,10780,313
80.27093333,14/02/2021,85004,75,3425,928,432,524,37206,4808
65.82258065,14/02/2021,4066298,403,5265,328,1326,1748,3752,2994
136.9723108,14/02/2021,6676673,502,20706,1403,1684,1176,28838,6597
289,14/02/2021,7061886,22,2112,201,97,124,7878,868
49.99,14/02/2021,31515569,514,34308,2326,3127,1355,84460,11606
,14/02/2021,32737302,0,1,0,0,215,12027,416
139.2994792,14/02/2021,32939029,96,3691,432,527,1379,9416,1421
,14/02/2021,48740784,0,101,6,1,64,142603,10298
59.99,14/02/2021,73318567,2,565,129,28,215,12027,416
80.45905882,13/02/2021,85004,85,3998,844,502,558,39080,5376
65.83355408,13/02/2021,4066298,453,5899,355,1471,1740,4605,3064
137.4992806,13/02/2021,6676673,556,22868,1440,1835,1149,25886,6379
285.21625,13/02/2021,7061886,16,2060,206,75,122,7918,855
49.99,13/02/2021,31515569,359,17983,1733,2274,1225,84339,10971
,13/02/2021,32737302,0,9,1,0,253,12462,451
138.7194444,13/02/2021,32939029,72,3211,342,388,1675,12180,1721
,13/02/2021,48740784,0,71,4,0,66,134970,8554
59.99,13/02/2021,73318567,1,528,101,27,253,12462,451
80.4825,12/02/2021,85004,72,3487,642,591,510,36922,5120
65.91573308,12/02/2021,4066298,532,7176,539,2042,1702,4406,2951
139.4053033,12/02/2021,6676673,511,23666,1434,1838,1205,25810,6540
289,12/02/2021,7061886,11,1459,134,81,99,5652,644
50.10385527,12/02/2021,31515569,460,21976,1837,2808,1058,69674,9331
,12/02/2021,32737302,0,11,0,0,162,10696,282
140.1191045,12/02/2021,32939029,67,2437,290,321,1479,9697,1524
,12/02/2021,48740784,0,86,3,3,74,124491,7913
59.99,12/02/2021,73318567,5,388,120,18,162,10696,282
82.33234043,11/02/2021,85004,47,2649,471,344,377,28167,4213
65.84955157,11/02/2021,4066298,446,6782,627,1847,1669,4262,2995
136.7206726,11/02/2021,6676673,669,25499,1504,2229,1443,24513,7179
289,11/02/2021,7061886,15,1471,142,61,115,5891,791
49.99,11/02/2021,31515569,454,21300,1767,2655,1091,63063,10425
,11/02/2021,32737302,0,6,0,0,194,11410,387
144.5244643,11/02/2021,32939029,56,2083,220,220,1260,8022,1300
,11/02/2021,48740784,0,92,10,1,77,118576,7893
59.99,11/02/2021,73318567,3,498,142,31,194,11410,387
85.53716981,10/02/2021,85004,53,2528,419,290,398,31565,4313
65.85405405,10/02/2021,4066298,333,4479,328,950,1438,3947,2910
137.3423367,10/02/2021,6676673,796,22946,1517,2455,1719,27461,7996
289,10/02/2021,7061886,22,1632,168,84,116,6785,785
49.99,10/02/2021,31515569,426,21304,1668,2447,1108,66408,10498
,10/02/2021,32737302,0,15,1,0,196,11048,384
147.3603774,10/02/2021,32939029,53,2371,269,212,1160,6420,1212
,10/02/2021,48740784,0,86,11,0,93,106442,7810
59.99,10/02/2021,73318567,4,589,189,27,196,11048,384
83.62066667,09/02/2021,85004,75,3603,560,465,448,33206,4419
66.02429003,09/02/2021,4066298,331,3916,248,746,1380,3617,3001
137.7969369,09/02/2021,6676673,666,24600,1659,2258,1574,26702,7812
281.705,09/02/2021,7061886,24,1968,196,111,128,7174,758
49.99,09/02/2021,31515569,456,21895,1493,2463,1117,62327,10288
,09/02/2021,32737302,0,2,0,0,148,9638,332
149.9073333,09/02/2021,32939029,45,2688,296,242,1115,5476,1155
,09/02/2021,48740784,0,79,5,0,78,107048,7735
59.99,09/02/2021,73318567,2,369,92,17,148,9638,332
84.13692308,08/02/2021,85004,65,4042,1064,445,336,28221,3652
66.60835938,08/02/2021,4066298,256,3452,205,652,1415,4073,3444
141.9311111,08/02/2021,6676673,360,15244,813,1094,1328,24212,7188
288,08/02/2021,7061886,26,2050,218,94,132,8515,759
49.99,08/02/2021,31515569,467,21774,1616,2456,1113,61449,9733
,08/02/2021,32737302,0,5,0,0,217,10476,366
149.6451852,08/02/2021,32939029,54,3656,728,345,1099,7309,1144
,08/02/2021,48740784,0,110,5,0,67,99999,7313
59.99,08/02/2021,73318567,6,413,101,19,217,10476,366
88.08415385,07/02/2021,85004,65,4353,821,531,353,37270,4146
66.98940928,07/02/2021,4066298,237,3164,176,519,1919,4439,3642
153.9902439,07/02/2021,6676673,205,15257,895,886,1040,26397,6389
288.6,07/02/2021,7061886,30,3039,357,126,136,12022,836
49.99,07/02/2021,31515569,408,24755,1911,2660,1055,77395,11973
,07/02/2021,32737302,0,1,0,0,170,12786,346
144.3270103,07/02/2021,32939029,97,5501,968,531,1197,8772,1233
,07/02/2021,48740784,0,130,14,2,82,117658,7165
59.99,07/02/2021,73318567,2,466,116,15,170,12786,346
84.45044444,06/02/2021,85004,90,4127,762,489,441,29889,4351
67.00472,06/02/2021,4066298,250,3397,192,593,1961,4611,3753
152.0199115,06/02/2021,6676673,226,17514,964,1043,1017,25259,6771
289,06/02/2021,7061886,14,1678,184,83,146,7957,815
48.64226337,06/02/2021,31515569,486,28269,2275,3735,1185,74620,12211
,06/02/2021,32737302,0,1,0,0,188,12399,410
134.5430556,06/02/2021,32939029,144,4059,436,542,1311,9898,1370
,06/02/2021,48740784,0,139,6,1,97,123136,8312
59.99,06/02/2021,73318567,1,287,78,19,188,12399,410
83.95277778,05/02/2021,85004,72,3618,696,428,546,35173,6241
66.92432432,05/02/2021,4066298,333,4175,257,697,2544,5259,4666
148.5797583,05/02/2021,6676673,331,23557,1403,1362,1257,29607,7967
279,05/02/2021,7061886,17,1388,116,72,158,7295,928
44.99,05/02/2021,31515569,954,34263,1704,5695,2412,66999,13588
,05/02/2021,32737302,0,8,0,0,229,7424,350
134.5773585,05/02/2021,32939029,106,3251,307,392,2121,9637,2176
,05/02/2021,48740784,0,90,6,0,123,111059,10417
59.99,05/02/2021,73318567,1,278,51,17,229,7424,350
81.16268519,04/02/2021,85004,108,4709,800,654,793,48036,8628
66.93966165,04/02/2021,4066298,532,5899,399,966,3996,8144,7082
153.9399068,04/02/2021,6676673,322,27962,1956,1453,1381,39207,9661
279,04/02/2021,7061886,45,1967,143,121,278,10446,1611
44.99,04/02/2021,31515569,1436,45770,2900,7651,3558,77439,20000
,04/02/2021,32737302,0,2,0,0,360,8862,588
134.7577778,04/02/2021,32939029,135,3860,442,391,3691,18425,3757
,04/02/2021,48740784,0,129,4,0,151,152383,16128
59.99,04/02/2021,73318567,6,334,45,35,360,8862,588
80.67745098,03/02/2021,85004,102,4713,605,674,1159,50171,9081
67.00149606,03/02/2021,4066298,635,8750,583,1417,4427,10026,7621
140.8415957,03/02/2021,6676673,470,30917,1759,2197,1593,36003,8686
279,03/02/2021,7061886,33,2153,170,119,297,9841,1596
44.99,03/02/2021,31515569,1434,51383,2869,8634,3689,75520,19803
,03/02/2021,32737302,0,5,0,0,372,9801,608
134.6785976,03/02/2021,32939029,164,5362,614,538,3891,28944,3992
,03/02/2021,48740784,0,199,14,2,143,182841,18134
59.99,03/02/2021,73318567,3,343,76,28,372,9801,608
77.21810427,02/02/2021,85004,211,5774,990,1001,1188,53464,9598
67.02965714,02/02/2021,4066298,700,11585,1068,1714,5175,14459,8835
139.2315753,02/02/2021,6676673,584,38498,4017,2737,1676,57937,9541
279,02/02/2021,7061886,31,2138,203,114,313,13410,1917
44.99,02/02/2021,31515569,1608,58099,4357,9725,4080,92368,21382
,02/02/2021,32737302,0,7,0,0,457,11287,781
134.8955758,02/02/2021,32939029,165,4802,720,496,2792,17260,2875
,02/02/2021,48740784,0,155,19,0,225,235840,20935
59.99,02/02/2021,73318567,5,306,71,25,457,11287,781
73.1059375,01/02/2021,85004,128,4062,1003,579,449,33977,4882
67.69229692,01/02/2021,4066298,357,4329,617,677,2044,8235,3933
137.3254449,01/02/2021,6676673,472,32671,3967,2425,1121,40125,5848
283,01/02/2021,7061886,25,1923,295,129,158,9627,947
45.74842697,01/02/2021,31515569,712,32089,3420,5001,1696,78965,11140
,01/02/2021,32737302,0,6,1,0,217,9435,463
137.1785484,01/02/2021,32939029,62,1869,408,185,1193,9761,1229
499.98,01/02/2021,48740784,2,205,15,5,148,168636,9947
,01/02/2021,73318567,0,84,33,5,217,9435,463
79.50021978,31/01/2021,85004,91,5026,1080,469,246,36665,3042
69.47392157,31/01/2021,4066298,153,2780,303,377,1119,5459,2358
124.6889177,31/01/2021,6676673,462,37313,3764,2621,924,32857,4416
289,31/01/2021,7061886,20,3216,435,151,109,10364,742
50.2907087,31/01/2021,31515569,375,28129,3263,2745,933,82412,9560
,31/01/2021,32737302,0,2,0,0,161,12088,418
148.6876,31/01/2021,32939029,25,1816,319,133,652,8319,686
499.98,31/01/2021,48740784,5,365,35,18,147,171121,7508
,31/01/2021,73318567,0,144,45,12,161,12088,418
79.74710145,30/01/2021,85004,69,4221,823,410,244,31317,3256
69.94380117,30/01/2021,4066298,171,2743,294,373,1074,4821,2282
119.7263934,30/01/2021,6676673,610,45438,4697,3095,1241,36381,5298
289,30/01/2021,7061886,14,2737,327,116,86,9337,634
49.99,30/01/2021,31515569,428,30114,3433,3352,1036,79325,10025
,30/01/2021,32737302,0,2,0,0,175,10683,458
144.8894444,30/01/2021,32939029,18,1479,212,84,650,6084,690
499.98,30/01/2021,48740784,2,203,14,18,183,194969,9283
59.99,30/01/2021,73318567,1,261,49,7,175,10683,458
78.38873239,29/01/2021,85004,71,0,696,377,276,24562,2619
69.45945946,29/01/2021,4066298,148,0,219,336,999,3549,2161
124.9038339,29/01/2021,6676673,566,0,4104,2329,1167,30745,5578
289,29/01/2021,7061886,16,0,226,73,111,6428,612
49.99,29/01/2021,31515569,380,0,3342,2382,900,65182,8460
,29/01/2021,32737302,0,0,0,0,93,8216,274
145.6977778,29/01/2021,32939029,18,0,186,87,610,5360,635
,29/01/2021,48740784,0,0,0,0,74,150658,8374
,29/01/2021,73318567,0,0,33,7,93,8216,274
74.50743802,28/01/2021,85004,121,0,812,565,475,23899,3246
69.39149701,28/01/2021,4066298,167,0,115,309,1060,3379,2429
126.4429719,28/01/2021,6676673,498,0,1188,1593,1034,21084,5708
288.7894737,28/01/2021,7061886,19,0,142,61,125,4080,681
49.99,28/01/2021,31515569,377,0,1611,1884,922,54182,8828
,28/01/2021,32737302,0,0,0,0,134,7112,352
146.0461538,28/01/2021,32939029,13,0,78,53,668,3574,700
,28/01/2021,48740784,0,0,0,0,40,126290,8145
59.99,28/01/2021,73318567,1,0,37,2,134,7112,352
68.28262548,27/01/2021,85004,259,0,1806,964,1482,37736,5517
69.51052632,27/01/2021,4066298,171,0,148,489,1223,4281,3367
127.3574217,27/01/2021,6676673,543,0,1351,1630,1051,21616,5956
289,27/01/2021,7061886,8,0,135,54,38,2768,247
49.99,27/01/2021,31515569,418,0,1197,2090,1039,58242,9124
,27/01/2021,32737302,0,0,0,0,148,8414,391
144.3769231,27/01/2021,32939029,13,0,162,55,767,4776,803
